"question_code","Dffclt","Dscrmn","chapter","test_id","correctness_per","updated_date"
"3480508",0.826288125434668,0.947379785343597,"ENGLISH LANGUAGE",82308,2293,"03/19/2021"
"3480509",-0.572513986773225,0.90175521936784,"ENGLISH LANGUAGE",82308,4098,"03/19/2021"
"3480510",0.507882124058578,1.2833054586749,"ENGLISH LANGUAGE",82308,2548,"03/19/2021"
"3480511",10.4586544550615,0.175184091874602,"ENGLISH LANGUAGE",82308,938,"03/19/2021"
"3480512",-0.209642230305409,0.940865965572042,"ENGLISH LANGUAGE",82308,3647,"03/19/2021"
"3480513",1.6714925457764,0.58231070033478,"ENGLISH LANGUAGE",82308,1938,"03/19/2021"
"3480514",6.52304878525292,0.310131993090827,"ENGLISH LANGUAGE",82308,812,"03/19/2021"
"3480515",-2.5226614975323,1.08133100983259,"ENGLISH LANGUAGE",82308,6117,"03/19/2021"
"3480516",-1.74402724310385,0.75068040899835,"ENGLISH LANGUAGE",82308,5144,"03/19/2021"
"3480517",-1.14264830439193,0.688289540889216,"ENGLISH LANGUAGE",82308,4519,"03/19/2021"
"3480518",1.84414706611806,0.442041955270103,"ENGLISH LANGUAGE",82308,2116,"03/19/2021"
"3480519",-2.5842232093517,0.336175857756381,"ENGLISH LANGUAGE",82308,4713,"03/19/2021"
"3480490",0.102393159912778,0.892654788570121,"ENGLISH LANGUAGE",82308,3236,"03/30/2021"
"3480491",1.09178772409996,0.782090127941197,"ENGLISH LANGUAGE",82308,2152,"03/30/2021"
"3480492",1.56517570438797,0.82102170171267,"ENGLISH LANGUAGE",82308,1643,"03/30/2021"
"3480493",1.3307320790708,1.34322289408943,"ENGLISH LANGUAGE",82308,1375,"03/30/2021"
"3480494",2.82693983914674,0.739864554196943,"ENGLISH LANGUAGE",82308,875,"03/30/2021"
"3480495",0.815746186136689,1.66112060403988,"ENGLISH LANGUAGE",82308,1910,"03/30/2021"
"3480496",3.70108085447424,0.41717930899992,"ENGLISH LANGUAGE",82308,1238,"03/30/2021"
"3480497",3.14863878494831,0.469361354368877,"ENGLISH LANGUAGE",82308,1318,"03/30/2021"
"3480498",-0.453811172837164,0.667745156185165,"ENGLISH LANGUAGE",82308,3828,"03/30/2021"
"3480499",10.0004568874997,0.239289646787412,"ENGLISH LANGUAGE",82308,576,"03/30/2021"
"3480500",7.97226921863436,0.0745597646342575,"ENGLISH LANGUAGE",82308,2396,"03/30/2021"
"3480501",-0.971469431328706,0.494121574243261,"ENGLISH LANGUAGE",82308,4119,"03/30/2021"
"3480502",3.83869668848678,0.549049062294202,"ENGLISH LANGUAGE",82308,805,"03/30/2021"
"3480503",15.1880838605227,0.0838896702709797,"ENGLISH LANGUAGE",82308,1474,"03/30/2021"
"3480504",1.81114786200136,0.595249451786848,"ENGLISH LANGUAGE",82308,1809,"03/30/2021"
"3480505",0.458586842036688,1.20160617374839,"ENGLISH LANGUAGE",82308,2654,"03/30/2021"
"3480506",0.304208546117779,0.75486171957999,"ENGLISH LANGUAGE",82308,3025,"03/30/2021"
"3480507",0.29818598930626,1.08458445870998,"ENGLISH LANGUAGE",82308,2930,"03/30/2021"
"3480508",0.826288125434668,0.947379785343597,"ENGLISH LANGUAGE",82308,2293,"03/30/2021"
"3480509",-0.572513986773225,0.90175521936784,"ENGLISH LANGUAGE",82308,4098,"03/30/2021"
"3480510",0.507882124058578,1.2833054586749,"ENGLISH LANGUAGE",82308,2548,"03/30/2021"
"3480511",10.4586544550615,0.175184091874602,"ENGLISH LANGUAGE",82308,938,"03/30/2021"
"3480512",-0.209642230305409,0.940865965572042,"ENGLISH LANGUAGE",82308,3647,"03/30/2021"
"3480513",1.6714925457764,0.58231070033478,"ENGLISH LANGUAGE",82308,1938,"03/30/2021"
"3480514",6.52304878525292,0.310131993090827,"ENGLISH LANGUAGE",82308,812,"03/30/2021"
"3480515",-2.5226614975323,1.08133100983259,"ENGLISH LANGUAGE",82308,6117,"03/30/2021"
"3480516",-1.74402724310385,0.75068040899835,"ENGLISH LANGUAGE",82308,5144,"03/30/2021"
"3480517",-1.14264830439193,0.688289540889216,"ENGLISH LANGUAGE",82308,4519,"03/30/2021"
"3480518",1.84414706611806,0.442041955270103,"ENGLISH LANGUAGE",82308,2116,"03/30/2021"
"3480519",-2.5842232093517,0.336175857756381,"ENGLISH LANGUAGE",82308,4713,"03/30/2021"
"3480490",0.102393159912778,0.892654788570121,"ENGLISH LANGUAGE",82308,3236,"03/30/2021"
"3480491",1.09178772409996,0.782090127941197,"ENGLISH LANGUAGE",82308,2152,"03/30/2021"
"3480492",1.56517570438797,0.82102170171267,"ENGLISH LANGUAGE",82308,1643,"03/30/2021"
"3480493",1.3307320790708,1.34322289408943,"ENGLISH LANGUAGE",82308,1375,"03/30/2021"
"3480494",2.82693983914674,0.739864554196943,"ENGLISH LANGUAGE",82308,875,"03/30/2021"
"3480495",0.815746186136689,1.66112060403988,"ENGLISH LANGUAGE",82308,1910,"03/30/2021"
"3480496",3.70108085447424,0.41717930899992,"ENGLISH LANGUAGE",82308,1238,"03/30/2021"
"3480497",3.14863878494831,0.469361354368877,"ENGLISH LANGUAGE",82308,1318,"03/30/2021"
"3480498",-0.453811172837164,0.667745156185165,"ENGLISH LANGUAGE",82308,3828,"03/30/2021"
"3480499",10.0004568874997,0.239289646787412,"ENGLISH LANGUAGE",82308,576,"03/30/2021"
"3480500",7.97226921863436,0.0745597646342575,"ENGLISH LANGUAGE",82308,2396,"03/30/2021"
"3480501",-0.971469431328706,0.494121574243261,"ENGLISH LANGUAGE",82308,4119,"03/30/2021"
"3480502",3.83869668848678,0.549049062294202,"ENGLISH LANGUAGE",82308,805,"03/30/2021"
"3480503",15.1880838605227,0.0838896702709797,"ENGLISH LANGUAGE",82308,1474,"03/30/2021"
"3480504",1.81114786200136,0.595249451786848,"ENGLISH LANGUAGE",82308,1809,"03/30/2021"
"3480505",0.458586842036688,1.20160617374839,"ENGLISH LANGUAGE",82308,2654,"03/30/2021"
"3480506",0.304208546117779,0.75486171957999,"ENGLISH LANGUAGE",82308,3025,"03/30/2021"
"3480507",0.29818598930626,1.08458445870998,"ENGLISH LANGUAGE",82308,2930,"03/30/2021"
"3480508",0.826288125434668,0.947379785343597,"ENGLISH LANGUAGE",82308,2293,"03/30/2021"
"3480509",-0.572513986773225,0.90175521936784,"ENGLISH LANGUAGE",82308,4098,"03/30/2021"
"3480510",0.507882124058578,1.2833054586749,"ENGLISH LANGUAGE",82308,2548,"03/30/2021"
"3480511",10.4586544550615,0.175184091874602,"ENGLISH LANGUAGE",82308,938,"03/30/2021"
"3480512",-0.209642230305409,0.940865965572042,"ENGLISH LANGUAGE",82308,3647,"03/30/2021"
"3480513",1.6714925457764,0.58231070033478,"ENGLISH LANGUAGE",82308,1938,"03/30/2021"
"3480514",6.52304878525292,0.310131993090827,"ENGLISH LANGUAGE",82308,812,"03/30/2021"
"3480515",-2.5226614975323,1.08133100983259,"ENGLISH LANGUAGE",82308,6117,"03/30/2021"
"3480516",-1.74402724310385,0.75068040899835,"ENGLISH LANGUAGE",82308,5144,"03/30/2021"
"3480517",-1.14264830439193,0.688289540889216,"ENGLISH LANGUAGE",82308,4519,"03/30/2021"
"3480518",1.84414706611806,0.442041955270103,"ENGLISH LANGUAGE",82308,2116,"03/30/2021"
"3480519",-2.5842232093517,0.336175857756381,"ENGLISH LANGUAGE",82308,4713,"03/30/2021"
"3480490",0.102393159912778,0.892654788570121,"ENGLISH LANGUAGE",82308,3236,"04/05/2021"
"3480491",1.09178772409996,0.782090127941197,"ENGLISH LANGUAGE",82308,2152,"04/05/2021"
"3480492",1.56517570438797,0.82102170171267,"ENGLISH LANGUAGE",82308,1643,"04/05/2021"
"3480493",1.3307320790708,1.34322289408943,"ENGLISH LANGUAGE",82308,1375,"04/05/2021"
"3480494",2.82693983914674,0.739864554196943,"ENGLISH LANGUAGE",82308,875,"04/05/2021"
"3480495",0.815746186136689,1.66112060403988,"ENGLISH LANGUAGE",82308,1910,"04/05/2021"
"3480496",3.70108085447424,0.41717930899992,"ENGLISH LANGUAGE",82308,1238,"04/05/2021"
"3480497",3.14863878494831,0.469361354368877,"ENGLISH LANGUAGE",82308,1318,"04/05/2021"
"3480498",-0.453811172837164,0.667745156185165,"ENGLISH LANGUAGE",82308,3828,"04/05/2021"
"3480499",10.0004568874997,0.239289646787412,"ENGLISH LANGUAGE",82308,576,"04/05/2021"
"3480500",7.97226921863436,0.0745597646342575,"ENGLISH LANGUAGE",82308,2396,"04/05/2021"
"3480501",-0.971469431328706,0.494121574243261,"ENGLISH LANGUAGE",82308,4119,"04/05/2021"
"3480502",3.83869668848678,0.549049062294202,"ENGLISH LANGUAGE",82308,805,"04/05/2021"
"3480503",15.1880838605227,0.0838896702709797,"ENGLISH LANGUAGE",82308,1474,"04/05/2021"
"3480504",1.81114786200136,0.595249451786848,"ENGLISH LANGUAGE",82308,1809,"04/05/2021"
"3480505",0.458586842036688,1.20160617374839,"ENGLISH LANGUAGE",82308,2654,"04/05/2021"
"3480506",0.304208546117779,0.75486171957999,"ENGLISH LANGUAGE",82308,3025,"04/05/2021"
"3480507",0.29818598930626,1.08458445870998,"ENGLISH LANGUAGE",82308,2930,"04/05/2021"
"3480508",0.826288125434668,0.947379785343597,"ENGLISH LANGUAGE",82308,2293,"04/05/2021"
"3480509",-0.572513986773225,0.90175521936784,"ENGLISH LANGUAGE",82308,4098,"04/05/2021"
"3480510",0.507882124058578,1.2833054586749,"ENGLISH LANGUAGE",82308,2548,"04/05/2021"
"3480511",10.4586544550615,0.175184091874602,"ENGLISH LANGUAGE",82308,938,"04/05/2021"
"3480512",-0.209642230305409,0.940865965572042,"ENGLISH LANGUAGE",82308,3647,"04/05/2021"
"3480513",1.6714925457764,0.58231070033478,"ENGLISH LANGUAGE",82308,1938,"04/05/2021"
"3480514",6.52304878525292,0.310131993090827,"ENGLISH LANGUAGE",82308,812,"04/05/2021"
"3480515",-2.5226614975323,1.08133100983259,"ENGLISH LANGUAGE",82308,6117,"04/05/2021"
"3480516",-1.74402724310385,0.75068040899835,"ENGLISH LANGUAGE",82308,5144,"04/05/2021"
"3480517",-1.14264830439193,0.688289540889216,"ENGLISH LANGUAGE",82308,4519,"04/05/2021"
"3480518",1.84414706611806,0.442041955270103,"ENGLISH LANGUAGE",82308,2116,"04/05/2021"
"3480519",-2.5842232093517,0.336175857756381,"ENGLISH LANGUAGE",82308,4713,"04/05/2021"
"3480490",0.102393159912778,0.892654788570121,"ENGLISH LANGUAGE",82308,3236,"04/09/2021"
"3480491",1.09178772409996,0.782090127941197,"ENGLISH LANGUAGE",82308,2152,"04/09/2021"
"3480492",1.56517570438797,0.82102170171267,"ENGLISH LANGUAGE",82308,1643,"04/09/2021"
"3480493",1.3307320790708,1.34322289408943,"ENGLISH LANGUAGE",82308,1375,"04/09/2021"
"3480494",2.82693983914674,0.739864554196943,"ENGLISH LANGUAGE",82308,875,"04/09/2021"
"3480495",0.815746186136689,1.66112060403988,"ENGLISH LANGUAGE",82308,1910,"04/09/2021"
"3480496",3.70108085447424,0.41717930899992,"ENGLISH LANGUAGE",82308,1238,"04/09/2021"
"3480497",3.14863878494831,0.469361354368877,"ENGLISH LANGUAGE",82308,1318,"04/09/2021"
"3480498",-0.453811172837164,0.667745156185165,"ENGLISH LANGUAGE",82308,3828,"04/09/2021"
"3480499",10.0004568874997,0.239289646787412,"ENGLISH LANGUAGE",82308,576,"04/09/2021"
"3480500",7.97226921863436,0.0745597646342575,"ENGLISH LANGUAGE",82308,2396,"04/09/2021"
"3480501",-0.971469431328706,0.494121574243261,"ENGLISH LANGUAGE",82308,4119,"04/09/2021"
"3480502",3.83869668848678,0.549049062294202,"ENGLISH LANGUAGE",82308,805,"04/09/2021"
"3480503",15.1880838605227,0.0838896702709797,"ENGLISH LANGUAGE",82308,1474,"04/09/2021"
"3480504",1.81114786200136,0.595249451786848,"ENGLISH LANGUAGE",82308,1809,"04/09/2021"
"3480505",0.458586842036688,1.20160617374839,"ENGLISH LANGUAGE",82308,2654,"04/09/2021"
"3480506",0.304208546117779,0.75486171957999,"ENGLISH LANGUAGE",82308,3025,"04/09/2021"
"3480507",0.29818598930626,1.08458445870998,"ENGLISH LANGUAGE",82308,2930,"04/09/2021"
"3480508",0.826288125434668,0.947379785343597,"ENGLISH LANGUAGE",82308,2293,"04/09/2021"
"3480509",-0.572513986773225,0.90175521936784,"ENGLISH LANGUAGE",82308,4098,"04/09/2021"
"3480510",0.507882124058578,1.2833054586749,"ENGLISH LANGUAGE",82308,2548,"04/09/2021"
"3480511",10.4586544550615,0.175184091874602,"ENGLISH LANGUAGE",82308,938,"04/09/2021"
"3480512",-0.209642230305409,0.940865965572042,"ENGLISH LANGUAGE",82308,3647,"04/09/2021"
"3480513",1.6714925457764,0.58231070033478,"ENGLISH LANGUAGE",82308,1938,"04/09/2021"
"3480514",6.52304878525292,0.310131993090827,"ENGLISH LANGUAGE",82308,812,"04/09/2021"
"3480515",-2.5226614975323,1.08133100983259,"ENGLISH LANGUAGE",82308,6117,"04/09/2021"
"3480516",-1.74402724310385,0.75068040899835,"ENGLISH LANGUAGE",82308,5144,"04/09/2021"
"3480517",-1.14264830439193,0.688289540889216,"ENGLISH LANGUAGE",82308,4519,"04/09/2021"
"3480518",1.84414706611806,0.442041955270103,"ENGLISH LANGUAGE",82308,2116,"04/09/2021"
"3480519",-2.5842232093517,0.336175857756381,"ENGLISH LANGUAGE",82308,4713,"04/09/2021"
"3480490",0.102393159912778,0.892654788570121,"ENGLISH LANGUAGE",82308,3236,"04/10/2021"
"3480491",1.09178772409996,0.782090127941197,"ENGLISH LANGUAGE",82308,2152,"04/10/2021"
"3480492",1.56517570438797,0.82102170171267,"ENGLISH LANGUAGE",82308,1643,"04/10/2021"
"3480493",1.3307320790708,1.34322289408943,"ENGLISH LANGUAGE",82308,1375,"04/10/2021"
"3480494",2.82693983914674,0.739864554196943,"ENGLISH LANGUAGE",82308,875,"04/10/2021"
"3480495",0.815746186136689,1.66112060403988,"ENGLISH LANGUAGE",82308,1910,"04/10/2021"
"3480496",3.70108085447424,0.41717930899992,"ENGLISH LANGUAGE",82308,1238,"04/10/2021"
"3480497",3.14863878494831,0.469361354368877,"ENGLISH LANGUAGE",82308,1318,"04/10/2021"
"3480498",-0.453811172837164,0.667745156185165,"ENGLISH LANGUAGE",82308,3828,"04/10/2021"
"3480499",10.0004568874997,0.239289646787412,"ENGLISH LANGUAGE",82308,576,"04/10/2021"
"3480500",7.97226921863436,0.0745597646342575,"ENGLISH LANGUAGE",82308,2396,"04/10/2021"
"3480501",-0.971469431328706,0.494121574243261,"ENGLISH LANGUAGE",82308,4119,"04/10/2021"
"3480502",3.83869668848678,0.549049062294202,"ENGLISH LANGUAGE",82308,805,"04/10/2021"
"3480503",15.1880838605227,0.0838896702709797,"ENGLISH LANGUAGE",82308,1474,"04/10/2021"
"3480504",1.81114786200136,0.595249451786848,"ENGLISH LANGUAGE",82308,1809,"04/10/2021"
"3480505",0.458586842036688,1.20160617374839,"ENGLISH LANGUAGE",82308,2654,"04/10/2021"
"3480506",0.304208546117779,0.75486171957999,"ENGLISH LANGUAGE",82308,3025,"04/10/2021"
"3480507",0.29818598930626,1.08458445870998,"ENGLISH LANGUAGE",82308,2930,"04/10/2021"
"3480508",0.826288125434668,0.947379785343597,"ENGLISH LANGUAGE",82308,2293,"04/10/2021"
"3480509",-0.572513986773225,0.90175521936784,"ENGLISH LANGUAGE",82308,4098,"04/10/2021"
"3480510",0.507882124058578,1.2833054586749,"ENGLISH LANGUAGE",82308,2548,"04/10/2021"
"3480511",10.4586544550615,0.175184091874602,"ENGLISH LANGUAGE",82308,938,"04/10/2021"
"3480512",-0.209642230305409,0.940865965572042,"ENGLISH LANGUAGE",82308,3647,"04/10/2021"
"3480513",1.6714925457764,0.58231070033478,"ENGLISH LANGUAGE",82308,1938,"04/10/2021"
"3480514",6.52304878525292,0.310131993090827,"ENGLISH LANGUAGE",82308,812,"04/10/2021"
"3480515",-2.5226614975323,1.08133100983259,"ENGLISH LANGUAGE",82308,6117,"04/10/2021"
"3480516",-1.74402724310385,0.75068040899835,"ENGLISH LANGUAGE",82308,5144,"04/10/2021"
"3480517",-1.14264830439193,0.688289540889216,"ENGLISH LANGUAGE",82308,4519,"04/10/2021"
"3480518",1.84414706611806,0.442041955270103,"ENGLISH LANGUAGE",82308,2116,"04/10/2021"
"3480519",-2.5842232093517,0.336175857756381,"ENGLISH LANGUAGE",82308,4713,"04/10/2021"
"3480490",0.102393159912778,0.892654788570121,"ENGLISH LANGUAGE",82308,3236,"04/10/2021"
"3480491",1.09178772409996,0.782090127941197,"ENGLISH LANGUAGE",82308,2152,"04/10/2021"
"3480492",1.56517570438797,0.82102170171267,"ENGLISH LANGUAGE",82308,1643,"04/10/2021"
"3480493",1.3307320790708,1.34322289408943,"ENGLISH LANGUAGE",82308,1375,"04/10/2021"
"3480494",2.82693983914674,0.739864554196943,"ENGLISH LANGUAGE",82308,875,"04/10/2021"
"3480495",0.815746186136689,1.66112060403988,"ENGLISH LANGUAGE",82308,1910,"04/10/2021"
"3480496",3.70108085447424,0.41717930899992,"ENGLISH LANGUAGE",82308,1238,"04/10/2021"
"3480497",3.14863878494831,0.469361354368877,"ENGLISH LANGUAGE",82308,1318,"04/10/2021"
"3480498",-0.453811172837164,0.667745156185165,"ENGLISH LANGUAGE",82308,3828,"04/10/2021"
"3480499",10.0004568874997,0.239289646787412,"ENGLISH LANGUAGE",82308,576,"04/10/2021"
"3480500",7.97226921863436,0.0745597646342575,"ENGLISH LANGUAGE",82308,2396,"04/10/2021"
"3480501",-0.971469431328706,0.494121574243261,"ENGLISH LANGUAGE",82308,4119,"04/10/2021"
"3480502",3.83869668848678,0.549049062294202,"ENGLISH LANGUAGE",82308,805,"04/10/2021"
"3480503",15.1880838605227,0.0838896702709797,"ENGLISH LANGUAGE",82308,1474,"04/10/2021"
"3480504",1.81114786200136,0.595249451786848,"ENGLISH LANGUAGE",82308,1809,"04/10/2021"
"3480505",0.458586842036688,1.20160617374839,"ENGLISH LANGUAGE",82308,2654,"04/10/2021"
"3480506",0.304208546117779,0.75486171957999,"ENGLISH LANGUAGE",82308,3025,"04/10/2021"
"3480507",0.29818598930626,1.08458445870998,"ENGLISH LANGUAGE",82308,2930,"04/10/2021"
"3480508",0.826288125434668,0.947379785343597,"ENGLISH LANGUAGE",82308,2293,"04/10/2021"
"3480509",-0.572513986773225,0.90175521936784,"ENGLISH LANGUAGE",82308,4098,"04/10/2021"
"3480510",0.507882124058578,1.2833054586749,"ENGLISH LANGUAGE",82308,2548,"04/10/2021"
"3480511",10.4586544550615,0.175184091874602,"ENGLISH LANGUAGE",82308,938,"04/10/2021"
"3480512",-0.209642230305409,0.940865965572042,"ENGLISH LANGUAGE",82308,3647,"04/10/2021"
"3480513",1.6714925457764,0.58231070033478,"ENGLISH LANGUAGE",82308,1938,"04/10/2021"
"3480514",6.52304878525292,0.310131993090827,"ENGLISH LANGUAGE",82308,812,"04/10/2021"
"3480515",-2.5226614975323,1.08133100983259,"ENGLISH LANGUAGE",82308,6117,"04/10/2021"
"3480516",-1.74402724310385,0.75068040899835,"ENGLISH LANGUAGE",82308,5144,"04/10/2021"
"3480517",-1.14264830439193,0.688289540889216,"ENGLISH LANGUAGE",82308,4519,"04/10/2021"
"3480518",1.84414706611806,0.442041955270103,"ENGLISH LANGUAGE",82308,2116,"04/10/2021"
"3480519",-2.5842232093517,0.336175857756381,"ENGLISH LANGUAGE",82308,4713,"04/10/2021"
"3480490",0.102393159912778,0.892654788570121,"ENGLISH LANGUAGE",82308,3236,"04/11/2021"
"3480491",1.09178772409996,0.782090127941197,"ENGLISH LANGUAGE",82308,2152,"04/11/2021"
"3480492",1.56517570438797,0.82102170171267,"ENGLISH LANGUAGE",82308,1643,"04/11/2021"
"3480493",1.3307320790708,1.34322289408943,"ENGLISH LANGUAGE",82308,1375,"04/11/2021"
"3480494",2.82693983914674,0.739864554196943,"ENGLISH LANGUAGE",82308,875,"04/11/2021"
"3480495",0.815746186136689,1.66112060403988,"ENGLISH LANGUAGE",82308,1910,"04/11/2021"
"3480496",3.70108085447424,0.41717930899992,"ENGLISH LANGUAGE",82308,1238,"04/11/2021"
"3480497",3.14863878494831,0.469361354368877,"ENGLISH LANGUAGE",82308,1318,"04/11/2021"
"3480498",-0.453811172837164,0.667745156185165,"ENGLISH LANGUAGE",82308,3828,"04/11/2021"
"3480499",10.0004568874997,0.239289646787412,"ENGLISH LANGUAGE",82308,576,"04/11/2021"
"3480500",7.97226921863436,0.0745597646342575,"ENGLISH LANGUAGE",82308,2396,"04/11/2021"
"3480501",-0.971469431328706,0.494121574243261,"ENGLISH LANGUAGE",82308,4119,"04/11/2021"
"3480502",3.83869668848678,0.549049062294202,"ENGLISH LANGUAGE",82308,805,"04/11/2021"
"3480503",15.1880838605227,0.0838896702709797,"ENGLISH LANGUAGE",82308,1474,"04/11/2021"
"3480504",1.81114786200136,0.595249451786848,"ENGLISH LANGUAGE",82308,1809,"04/11/2021"
"3480505",0.458586842036688,1.20160617374839,"ENGLISH LANGUAGE",82308,2654,"04/11/2021"
"3480506",0.304208546117779,0.75486171957999,"ENGLISH LANGUAGE",82308,3025,"04/11/2021"
"3480507",0.29818598930626,1.08458445870998,"ENGLISH LANGUAGE",82308,2930,"04/11/2021"
"3480508",0.826288125434668,0.947379785343597,"ENGLISH LANGUAGE",82308,2293,"04/11/2021"
"3480509",-0.572513986773225,0.90175521936784,"ENGLISH LANGUAGE",82308,4098,"04/11/2021"
"3480510",0.507882124058578,1.2833054586749,"ENGLISH LANGUAGE",82308,2548,"04/11/2021"
"3480511",10.4586544550615,0.175184091874602,"ENGLISH LANGUAGE",82308,938,"04/11/2021"
"3480512",-0.209642230305409,0.940865965572042,"ENGLISH LANGUAGE",82308,3647,"04/11/2021"
"3480513",1.6714925457764,0.58231070033478,"ENGLISH LANGUAGE",82308,1938,"04/11/2021"
"3480514",6.52304878525292,0.310131993090827,"ENGLISH LANGUAGE",82308,812,"04/11/2021"
"3480515",-2.5226614975323,1.08133100983259,"ENGLISH LANGUAGE",82308,6117,"04/11/2021"
"3480516",-1.74402724310385,0.75068040899835,"ENGLISH LANGUAGE",82308,5144,"04/11/2021"
"3480517",-1.14264830439193,0.688289540889216,"ENGLISH LANGUAGE",82308,4519,"04/11/2021"
"3480518",1.84414706611806,0.442041955270103,"ENGLISH LANGUAGE",82308,2116,"04/11/2021"
"3480519",-2.5842232093517,0.336175857756381,"ENGLISH LANGUAGE",82308,4713,"04/11/2021"
"3480490",0.102393159912778,0.892654788570121,"ENGLISH LANGUAGE",82308,3236,"04/11/2021"
"3480491",1.09178772409996,0.782090127941197,"ENGLISH LANGUAGE",82308,2152,"04/11/2021"
"3480492",1.56517570438797,0.82102170171267,"ENGLISH LANGUAGE",82308,1643,"04/11/2021"
"3480493",1.3307320790708,1.34322289408943,"ENGLISH LANGUAGE",82308,1375,"04/11/2021"
"3480494",2.82693983914674,0.739864554196943,"ENGLISH LANGUAGE",82308,875,"04/11/2021"
"3480495",0.815746186136689,1.66112060403988,"ENGLISH LANGUAGE",82308,1910,"04/11/2021"
"3480496",3.70108085447424,0.41717930899992,"ENGLISH LANGUAGE",82308,1238,"04/11/2021"
"3480497",3.14863878494831,0.469361354368877,"ENGLISH LANGUAGE",82308,1318,"04/11/2021"
"3480498",-0.453811172837164,0.667745156185165,"ENGLISH LANGUAGE",82308,3828,"04/11/2021"
"3480499",10.0004568874997,0.239289646787412,"ENGLISH LANGUAGE",82308,576,"04/11/2021"
"3480500",7.97226921863436,0.0745597646342575,"ENGLISH LANGUAGE",82308,2396,"04/11/2021"
"3480501",-0.971469431328706,0.494121574243261,"ENGLISH LANGUAGE",82308,4119,"04/11/2021"
"3480502",3.83869668848678,0.549049062294202,"ENGLISH LANGUAGE",82308,805,"04/11/2021"
"3480503",15.1880838605227,0.0838896702709797,"ENGLISH LANGUAGE",82308,1474,"04/11/2021"
"3480504",1.81114786200136,0.595249451786848,"ENGLISH LANGUAGE",82308,1809,"04/11/2021"
"3480505",0.458586842036688,1.20160617374839,"ENGLISH LANGUAGE",82308,2654,"04/11/2021"
"3480506",0.304208546117779,0.75486171957999,"ENGLISH LANGUAGE",82308,3025,"04/11/2021"
"3480507",0.29818598930626,1.08458445870998,"ENGLISH LANGUAGE",82308,2930,"04/11/2021"
"3480508",0.826288125434668,0.947379785343597,"ENGLISH LANGUAGE",82308,2293,"04/11/2021"
"3480509",-0.572513986773225,0.90175521936784,"ENGLISH LANGUAGE",82308,4098,"04/11/2021"
"3480510",0.507882124058578,1.2833054586749,"ENGLISH LANGUAGE",82308,2548,"04/11/2021"
"3480511",10.4586544550615,0.175184091874602,"ENGLISH LANGUAGE",82308,938,"04/11/2021"
"3480512",-0.209642230305409,0.940865965572042,"ENGLISH LANGUAGE",82308,3647,"04/11/2021"
"3480513",1.6714925457764,0.58231070033478,"ENGLISH LANGUAGE",82308,1938,"04/11/2021"
"3480514",6.52304878525292,0.310131993090827,"ENGLISH LANGUAGE",82308,812,"04/11/2021"
"3480515",-2.5226614975323,1.08133100983259,"ENGLISH LANGUAGE",82308,6117,"04/11/2021"
"3480516",-1.74402724310385,0.75068040899835,"ENGLISH LANGUAGE",82308,5144,"04/11/2021"
"3480517",-1.14264830439193,0.688289540889216,"ENGLISH LANGUAGE",82308,4519,"04/11/2021"
"3480518",1.84414706611806,0.442041955270103,"ENGLISH LANGUAGE",82308,2116,"04/11/2021"
"3480519",-2.5842232093517,0.336175857756381,"ENGLISH LANGUAGE",82308,4713,"04/11/2021"
